target,var_0,var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15,var_16,var_17,var_18,var_19,var_20,var_21,var_22,var_23,var_24,var_25,var_26,var_27,var_28,var_29,var_30,var_31,var_32,var_33,var_34,var_35,var_36,var_37,var_38,var_39,var_40,var_41,var_42,var_43,var_44,var_45,var_46,var_47,var_48,var_49,var_50,var_51,var_52,var_53,var_54,var_55,var_56,var_57,var_58,var_59,var_60,var_61,var_62,var_63,var_64,var_65,var_66,var_67,var_68,var_69,var_70,var_71,var_72,var_73,var_74,var_75,var_76,var_77,var_78,var_79,var_80,var_81,var_82,var_83,var_84,var_85,var_86,var_87,var_88,var_89,var_90,var_91,var_92,var_93,var_94,var_95,var_96,var_97,var_98,var_99,var_100,var_101,var_102,var_103,var_104,var_105,var_106,var_107,var_108,var_109,var_110,var_111,var_112,var_113,var_114,var_115,var_116,var_117,var_118,var_119,var_120,var_121,var_122,var_123,var_124,var_125,var_126,var_127,var_128,var_129,var_130,var_131,var_132,var_133,var_134,var_135,var_136,var_137,var_138,var_139,var_140,var_141,var_142,var_143,var_144,var_145,var_146,var_147,var_148,var_149,var_150,var_151,var_152,var_153,var_154,var_155,var_156,var_157,var_158,var_159,var_160,var_161,var_162,var_163,var_164,var_165,var_166,var_167,var_168,var_169,var_170,var_171,var_172,var_173,var_174,var_175,var_176,var_177,var_178,var_179,var_180,var_181,var_182,var_183,var_184,var_185,var_186,var_187,var_188,var_189,var_190,var_191,var_192,var_193,var_194,var_195,var_196,var_197,var_198,var_199
0.0,12.7626,-3.3032,9.4908,7.7611,12.651,2.1532,5.3617,17.0839,5.2928,7.3003,-6.6005,-5.2854,13.8627,13.0377,4.2904,14.6489,7.2474,-9.7825,9.1117,16.8336,14.7277,17.1247,4.3689,3.0138,9.8575,13.6862,-4.4076,1.2378,4.8103,6.1358,0.4457,13.31,3.6182,21.8622,11.8117,5.5077,2.4505,10.3518,15.5733,0.8432,0.9707,-2.2602,11.324,11.53,8.131,-19.8561,15.1979,-9.6378,18.7593,11.6757,12.8012,15.933,-13.2902,5.1583,7.3655,7.4809,20.9551,6.6121,-2.8192,8.4869,8.0857,-23.0502,0.7963,5.3681,4.1401,0.0944,5.7817,-1.184,5.0185,-9.5943,1.3537,0.5548,-2.6425,28.6996,-3.5617,15.5293,0.3336,23.9955,7.2946,15.1214,18.8862,13.4487,-9.2808,-4.638,9.5725,23.4609,-3.5079,3.723,10.2936,0.472,-2.6812,6.7636,14.034,10.9986,11.5261,1.287,11.8451,-1.821,2.3406,1.3348,-30.673,13.6927,24.908,1.8954,8.3715,4.0839,7.9951,23.163,14.0701,16.2488,2.402,5.2532,3.7836,1.2451,4.6502,1.8437,0.2466,11.8384,-11.7285,10.0138,4.9663,15.8705,-0.3981,2.3491,8.9332,12.1426,11.5351,4.47,-1.5249,17.6464,11.4813,0.8616,8.6001,6.9636,2.9802,2.3992,33.066,24.0192,2.25,12.425,6.2627,3.34,14.1912,16.0959,8.5116,7.8485,12.8751,-2.233,3.929,-1.764,21.3097,14.0527,3.9243,15.1373,12.9116,-2.1505,13.0104,-13.315,24.1254,8.7818,30.9676,6.1475,8.1167,2.6855,-2.2072,16.3584,3.2686,7.5428,2.6297,5.4736,2.1833,-4.1256,17.923,-4.8332,15.2261,15.6171,-12.3727,10.6642,-7.5476,-0.0169,-0.3012,12.1177,-8.2093,16.03,7.8737,-3.7332,13.6331,4.3484,19.8389,-0.5375,1.6477,3.1518,1.086,6.7869,18.7084,-1.9639,11.5968,9.4388,16.5072,1.2255
1.0,14.4602,3.6674,15.0612,4.151,11.8231,-9.8332,5.6376,15.4619,-3.2205,6.2335,0.413,-5.2071,13.7231,8.228,6.0897,14.624,5.5923,-16.1968,3.1507,12.9241,10.2203,20.0702,6.6368,3.3045,10.629,13.9263,-12.776,-3.7432,4.5434,3.2755,3.258,12.7872,1.0305,8.6253,12.2097,0.8599,-0.2828,1.7675,14.2925,-1.3876,3.8395,9.5563,11.3352,11.3786,6.0994,-50.1493,11.6001,-13.5601,27.7265,21.0648,13.3978,16.0476,-3.3871,4.466,11.1738,13.7394,9.7978,6.3938,-3.8384,7.7529,17.4737,-20.092,1.9683,-1.5934,8.8176,7.56,4.9642,22.7989,5.0145,5.3554,2.8672,0.9322,0.0152,21.1549,33.4015,26.4837,2.4337,15.0749,8.6589,13.9793,7.0581,12.1398,6.5502,6.7198,3.126,13.8288,3.3314,6.5459,7.5243,3.9409,-17.6559,7.2006,10.4386,10.8266,17.3784,-0.4826,10.8218,3.692,2.0235,1.7369,-9.7941,2.0431,5.137,1.9371,8.4602,3.4186,8.3375,8.4396,14.1981,15.9231,11.6158,5.6884,2.8381,0.6479,3.3881,0.2589,4.3826,11.6355,12.8222,3.1632,36.1523,11.0771,10.5967,2.2138,5.2462,12.6612,13.9532,2.5866,4.3597,13.4396,11.8656,-0.18,8.9429,7.1041,-6.6772,-10.7211,27.4573,18.6672,2.0516,4.7675,1.5435,-6.0829,13.9542,11.7952,9.4296,1.8891,14.9787,-16.5285,3.781,-1.2374,15.5893,4.9996,11.395,16.4786,-4.4391,4.0755,13.768,-17.4917,7.589,7.826,44.3307,5.6595,4.2529,16.5418,-5.335,11.2552,2.9865,-8.8706,7.1563,5.5431,3.5595,-13.5485,14.9757,5.2693,13.8547,13.5365,5.5492,9.084,5.894,5.3429,5.1333,7.0177,3.4198,6.4964,13.1768,-1.0763,5.1518,-6.9327,12.1179,0.3244,11.8228,11.1597,1.7552,7.2567,12.9237,0.747,9.0452,8.2504,12.6511,-0.5319
0.0,10.685,-6.319,16.3843,3.9822,12.7705,-2.5191,4.7457,22.4025,-4.7657,6.4305,-1.2862,5.293,13.5602,16.1418,6.3804,14.0413,6.4038,-16.7107,21.9911,5.6391,13.181,25.0343,6.6522,4.1052,14.2609,13.7979,-8.1698,-1.6442,6.6163,4.5675,8.4696,9.0014,-1.1234,19.4439,11.7655,4.6619,-2.4637,5.732,8.4982,-2.77,-21.1631,15.5884,11.0211,11.7496,0.9478,-36.5581,9.1148,-4.3459,19.2798,10.0615,12.7113,9.1714,-13.9174,6.7062,7.1782,12.5113,17.5599,5.8977,-4.8134,10.6898,15.6279,-16.3003,1.4484,-1.4442,10.1566,7.8299,6.3637,6.2095,5.0125,1.4432,9.6774,0.2111,3.5134,11.9625,27.1491,10.9076,6.5246,18.8842,3.0615,13.0395,1.1902,13.9996,-4.6866,5.5093,5.2394,14.5509,14.3604,4.4722,8.2094,3.4981,-11.9283,7.2441,18.3958,10.102,12.9825,0.1088,14.1754,22.9678,2.6195,-1.3372,-19.0153,21.8957,19.7858,1.4144,13.4656,1.9732,6.7887,8.5998,14.1799,14.2366,10.6326,6.1083,4.3436,12.9232,3.3223,4.6775,2.4388,31.6592,-2.8378,0.3584,37.248,9.0154,-1.3833,9.8493,-1.6913,12.9032,13.4928,0.2565,-3.8364,17.0215,12.6422,0.476,5.8564,6.5186,-11.7629,-2.7032,38.0059,10.7333,-4.043,14.0679,-3.4793,6.1394,13.1095,7.1295,8.0255,1.4639,8.656,-4.5678,3.9016,16.4271,22.5091,4.5952,5.1295,20.63,6.9447,-2.4104,12.9928,-5.6934,18.697,15.9276,12.1427,5.6971,8.2589,5.9196,-6.112,19.1697,2.6559,-1.302,2.1049,5.6388,-6.7848,-6.7221,42.3115,-1.1011,21.0583,7.0614,-11.5896,9.1559,-8.3994,1.265,3.9296,10.4055,10.15,12.5932,7.0137,-2.623,8.4804,-18.393,18.9834,-1.3216,3.35,5.9893,2.6484,3.1712,16.7752,0.5096,11.9613,9.4654,17.7625,-0.2068
0.0,11.3386,-6.5221,9.6792,5.6185,14.4605,-17.7459,6.2696,12.3699,-1.6375,6.5261,2.467,-3.7417,14.1204,11.1215,7.8501,14.3401,6.0716,-13.6394,10.5769,24.1798,20.3544,23.9509,1.6989,4.2216,8.8755,13.3596,7.7255,-2.958,4.7386,10.8624,-1.7006,7.3176,-4.2799,12.4877,12.0342,13.3808,3.5084,6.1146,13.1099,2.8184,-9.3491,7.5608,11.0431,12.0768,10.7063,-20.2457,8.4656,-6.9507,-6.5892,17.0063,12.7331,7.516,4.5156,4.4715,13.341,19.9273,12.9385,6.8773,6.532,8.749,16.5727,4.0639,0.6194,-1.3028,6.819,0.946,6.1488,9.4329,5.0265,-0.6178,24.3502,0.6107,3.8277,20.6903,18.6266,14.4136,18.268,18.1989,4.924,16.4311,-0.9512,20.0585,-6.8947,13.6082,-5.9477,15.5964,9.6621,14.8773,6.3238,-0.8442,4.4057,6.9421,18.6873,10.6259,12.6374,-0.5245,16.3288,19.0912,1.0605,2.2053,-1.5759,10.6235,28.754,1.4819,9.5998,4.836,10.3991,22.0149,14.2608,20.7354,3.1846,6.9864,1.2649,4.8488,4.1594,2.0895,0.9144,22.8967,0.9769,12.5831,15.4193,12.1904,3.1007,9.995,9.3391,12.358,14.0015,4.572,1.1443,9.7688,12.1556,0.3682,8.3008,6.5546,-2.489,-1.2261,35.5975,23.0596,-3.4259,6.5457,5.9633,6.9524,2.1923,17.7494,7.4916,1.7596,14.2705,-16.9874,3.7584,0.1486,17.4559,13.0661,6.9939,19.4864,-0.6241,-0.2681,13.3827,-10.6699,10.3124,2.0229,18.4415,5.1711,6.0831,9.2673,1.1502,23.3384,2.8468,-14.414,6.9589,5.2108,-1.3405,7.7626,17.0295,-4.4096,19.2201,14.3977,-1.7908,11.9464,-9.7098,0.5233,-2.4432,8.4757,10.6758,6.1301,13.6845,0.1492,9.5565,-0.2252,16.9263,0.2316,-0.3685,5.8978,2.7691,8.3028,18.1629,-2.7417,-2.7284,9.2211,20.8101,-12.1324
0.0,11.0501,-4.2357,13.0561,6.065,9.5088,7.5195,6.1383,14.9656,-3.5904,5.4109,-2.0729,-4.5685,14.1124,16.6188,6.9161,14.3677,7.0136,-7.6261,16.5529,9.1436,11.4745,12.6648,7.6641,3.6703,19.2848,13.7115,-8.0106,-3.5217,6.0231,1.0283,6.8429,6.9073,1.1684,19.1131,12.0137,4.4703,9.6131,3.498,13.7158,2.7594,-20.3312,14.3795,12.1752,11.5679,12.9683,5.1826,13.967,4.677,27.7767,10.9801,12.2414,25.8667,-1.994,6.832,10.8693,13.6575,13.3282,5.2298,8.6514,9.5613,6.3818,-16.9007,2.9684,3.7059,4.7392,-6.1048,6.1865,-6.3983,5.0091,-4.2882,29.9722,0.6942,-4.5886,23.5886,12.1589,25.0377,3.5376,13.9021,9.4849,12.3374,11.0153,14.7645,0.606,-2.1855,3.3326,19.8422,14.9437,10.8285,7.7075,8.1472,-15.9027,6.8721,15.8762,9.848,7.817,1.0845,5.2231,36.7093,2.3635,0.8138,-8.889,12.2767,14.2275,1.4597,9.7682,3.0752,10.4392,21.8074,13.9135,21.0488,6.9876,4.937,0.5852,2.685,3.5332,3.3589,5.9565,-10.9519,-9.5778,13.4183,8.5673,13.9019,0.5182,11.7736,8.5515,12.4701,11.771,2.8811,-3.4216,14.3833,11.7792,1.5121,9.342,7.3911,-4.0273,-0.9154,3.7159,25.8319,2.1738,-5.9374,6.3043,-5.6154,7.089,5.8819,8.6269,2.9725,6.6152,-4.009,3.9555,13.7164,14.8684,2.5801,4.0601,17.3906,8.3656,11.7295,13.5438,-5.2524,7.5482,3.5261,35.4014,5.7336,6.021,9.7547,-9.9926,15.752,2.9997,1.8144,7.8151,5.4087,-5.8162,-5.7641,10.268,-3.7399,12.5002,12.6651,-7.9928,10.6207,15.8915,3.4624,-4.9191,10.7215,-10.9096,10.3443,10.7938,-5.625,15.894,-28.2426,11.2614,0.3923,1.649,6.8074,1.7422,-0.9427,18.4302,-0.9341,-6.906,8.0952,16.1197,-22.2623
0.0,9.718,-2.626,12.574,8.291,11.8205,9.3241,4.9585,17.0368,-3.086,8.034,-7.2734,-2.3576,13.9115,12.1628,3.4246,14.0705,10.3432,-7.102,16.7204,11.4903,10.5777,10.0923,2.2273,3.8236,14.4397,13.1769,-2.6786,-3.3422,7.3747,5.3639,-12.1661,10.3725,1.5377,13.2013,11.9864,9.1595,-3.2456,6.3542,1.6534,8.1282,-14.0916,12.073,12.5403,11.4174,10.1938,-33.0289,10.2406,-17.0034,-6.531,22.9123,12.6484,0.2245,0.6136,7.6459,-1.7025,12.6529,18.2594,4.7111,6.9205,6.9244,10.8635,-12.9907,4.1841,1.5628,6.6422,5.0873,6.238,7.0964,5.0178,-8.0567,34.9471,0.8955,5.507,28.2918,27.8429,12.3895,12.4469,24.9522,5.8615,15.3024,14.7857,12.1412,0.4782,-7.282,-0.89,20.388,11.7305,20.1373,6.5271,1.6804,-0.0964,7.1649,13.7887,11.3225,10.9311,0.5901,17.7065,27.9831,1.7613,-2.0028,-22.9929,18.2544,36.486,1.7934,12.5859,3.7825,10.6394,27.6839,13.9772,15.9053,13.5618,4.1619,0.9651,8.134,2.9881,5.0779,0.0211,-10.4656,-3.4828,2.2923,13.5945,11.6963,4.1803,6.7341,5.4413,12.8493,13.6245,2.1751,-0.8123,17.7805,11.8703,0.6206,9.0673,6.6453,-5.8393,-19.3095,12.5348,10.8628,5.0614,5.4803,4.8603,15.8588,15.9947,17.8222,7.1164,2.0448,11.5035,-12.4566,4.0484,16.1061,18.1518,7.1847,1.7766,15.3279,-0.0693,0.6221,14.1984,-3.3375,17.7239,9.9552,25.5319,5.0971,5.6287,10.7268,-13.3758,23.4012,2.8511,-5.467,2.6642,5.4323,1.5559,-5.2201,17.8534,-1.3947,7.1091,13.2849,-0.4861,15.6991,4.9452,-0.6477,-8.6933,8.7879,6.3857,9.9521,9.5847,4.8238,6.2302,9.2516,15.8589,1.7636,1.3304,4.6482,3.9701,0.9069,19.3777,1.2738,5.9962,7.199,15.493,-6.6668
1.0,12.6959,7.3444,7.2409,5.6076,13.4303,-12.5647,5.727,17.4529,1.0104,6.6646,10.2547,1.8367,14.3932,14.6585,11.5911,15.2902,8.6912,-4.6871,13.773,18.5412,6.3888,17.7812,5.2814,2.5373,18.3065,14.0223,9.1402,-3.6431,5.935,1.395,-5.1528,12.3212,-4.4016,12.0805,11.9127,2.7355,2.2406,4.8606,11.4652,0.0776,-17.2713,17.2967,12.3766,11.058,-1.8153,5.1565,12.3321,-15.2221,26.7853,10.1802,12.4871,1.4275,-2.5703,6.2772,5.6965,6.1394,19.6722,6.351,-2.032,10.1534,4.5538,-7.4581,-0.1475,4.6189,5.8385,-0.1927,5.9417,7.8444,5.0177,-6.8637,18.4827,0.9595,5.6778,16.4172,18.5521,12.6374,2.604,28.2025,3.4599,13.9009,13.6259,10.9838,0.9914,-8.9271,4.077,21.5016,11.5223,19.5165,6.093,5.6507,-16.5698,6.7491,12.1179,10.4365,14.1534,-0.9347,-2.4187,37.5267,1.0259,3.6026,1.9766,20.577,20.3998,1.6252,9.5874,4.8982,6.0,2.461,13.9605,23.2887,7.7325,7.1093,4.794,9.006,2.9304,5.5737,3.5968,4.9191,-19.0656,8.2349,13.6087,12.7851,6.0497,-8.0976,4.718,12.6174,12.5155,-1.1218,-0.5682,12.1366,11.4422,0.8881,6.8906,7.7781,2.4338,-8.3754,33.619,11.4393,1.0112,4.949,-0.7378,4.7876,9.7522,12.5998,7.5494,0.8768,8.2141,-2.679,3.8015,6.5489,18.6122,13.4892,0.3198,15.4555,1.6477,-5.3247,13.3553,-8.621,23.7661,13.653,32.1294,5.5114,6.7733,6.6435,3.3088,18.8788,3.4248,-0.8141,-0.8229,5.9779,12.5343,-5.5795,26.3683,-2.2885,26.7741,9.6733,10.0144,13.9778,12.5488,1.497,-4.6333,8.8085,-1.8258,5.9694,18.5939,1.3189,7.6526,5.9831,12.6085,0.7646,-1.0328,6.7352,1.5951,-0.0202,21.0409,-0.602,9.1656,8.9116,20.8475,-0.8222
1.0,11.0529,-2.0796,12.0957,6.5127,10.1345,4.6944,6.0768,18.6891,2.8999,7.3529,-3.3029,-11.1314,13.798,8.4035,4.8765,13.8086,10.8212,-0.8451,9.4562,4.5253,7.8738,14.9753,6.697,2.9498,5.863,13.4159,-2.8591,-0.5082,6.1968,3.7566,1.5826,10.8816,-1.3312,14.3418,11.5535,7.6356,2.6858,5.5902,10.5863,3.0406,-3.6745,14.4038,10.5993,11.3067,11.6905,-43.5927,11.4008,0.0409,2.6751,10.3448,13.2137,15.0377,0.5914,6.2579,13.9492,16.6122,12.2463,6.1298,1.7931,8.4551,15.7102,-0.6875,1.4493,8.8019,3.9433,7.1927,4.687,10.0919,5.0158,1.178,15.2353,0.4125,0.5964,14.7887,14.4517,21.7643,16.5133,14.5833,5.3268,13.2607,-4.0728,15.7715,-2.0915,-0.0403,4.974,15.489,-3.0574,20.2351,5.3518,5.1338,-0.5879,6.954,11.0819,10.0608,8.174,-0.3505,31.412,20.9539,2.9796,-3.7378,-1.6571,9.6648,26.3968,1.8164,10.1579,1.4486,8.161,17.1553,14.2755,24.8126,6.7095,7.5304,5.0243,11.9091,4.5485,1.9006,2.4647,12.124,0.4525,6.3578,24.0046,11.366,-7.2925,4.7089,1.5074,12.7611,13.7217,1.7131,-4.2102,9.0208,12.5691,0.6576,6.5895,7.0929,-4.7703,8.5181,27.9262,23.1726,3.7889,6.5618,8.6611,0.4981,3.3297,15.4794,8.0666,12.8697,6.4434,-10.5827,3.7556,4.2192,16.054,8.2229,8.7365,19.0374,1.3252,-9.8669,12.6861,2.1959,21.9523,6.4718,29.1361,5.7803,2.1227,11.1536,5.8222,22.483,2.7993,4.8652,0.9359,5.6983,-8.379,5.287,34.1393,5.7292,6.09,13.8587,-8.3092,12.9202,6.4663,1.0518,-9.3675,9.7896,13.742,15.977,17.435,-3.8906,8.0989,-12.2798,15.5845,0.84,0.1527,7.0366,-0.2448,-0.4854,20.6175,-0.7563,3.4083,8.9495,13.4966,-17.4005
0.0,15.7284,-5.111,7.6044,4.6733,10.2603,12.7507,4.701,15.2861,5.0073,9.4416,-1.2283,-6.3924,14.0551,13.9006,9.1791,14.4443,7.9513,-20.9863,9.8684,18.4429,9.1787,21.0785,2.7339,2.8276,4.4009,13.971,-7.8652,-1.1181,5.4106,1.0424,6.3834,14.347,3.371,14.2817,12.2223,0.0439,3.3246,4.8717,17.0398,-0.5543,-7.0642,2.9845,12.2075,12.0039,15.9472,37.1143,11.0571,-11.0191,23.4137,9.2325,13.3668,20.277,-8.5553,7.1017,-2.9366,8.045,17.7568,6.932,4.588,8.5628,12.1843,-4.3422,2.3156,0.8193,7.6806,6.6815,6.7729,7.2625,5.0297,-6.4829,40.2655,0.7758,-0.3214,25.3579,8.0408,25.586,-9.7732,25.1022,3.0057,14.2102,3.0434,11.4315,-2.1846,11.5597,-0.4638,21.1499,1.3024,21.5723,6.7648,-2.3197,-11.2016,6.826,20.9465,11.5035,12.0897,1.3475,18.0621,20.4924,2.6622,-3.7889,3.9747,17.9724,15.5855,1.9187,9.4709,4.2026,7.3546,32.3408,14.4158,16.1841,3.3477,6.7394,3.1669,9.5162,2.8284,-0.3879,1.8159,19.948,-10.1725,2.1319,13.0486,9.5159,-2.2834,1.4127,1.6897,12.6506,13.2109,-1.9631,-5.4543,17.5544,13.0584,0.7118,4.689,7.1665,-8.416,0.5683,21.3834,19.7087,-2.2273,0.2012,-2.5527,-6.449,19.935,11.095,7.506,9.5338,13.4094,-5.5674,3.9832,-2.6335,13.3405,18.6523,8.2706,18.7865,11.2389,-11.6027,12.3927,-2.9047,27.0739,19.6844,13.046,5.7551,5.7138,2.9008,-0.454,18.6638,3.1702,-4.1118,3.1463,5.6309,1.6379,-9.3486,17.8188,-2.5289,20.5886,16.5619,-4.1219,11.9248,-9.7752,2.4808,-2.3577,8.606,-1.4504,7.4059,5.6158,2.812,11.4812,-8.9134,15.9339,1.1849,5.5667,4.4991,-0.2088,4.925,21.0669,2.0346,2.1093,9.9896,13.1279,6.3599
1.0,7.5369,0.1694,13.4582,4.443,10.3526,-9.6844,5.0539,14.3756,0.5319,9.7367,-1.9255,-12.222,14.1231,15.8996,7.2388,15.2927,10.3573,3.4794,12.9989,19.3227,16.0337,15.3784,8.6407,2.6943,6.0079,13.6328,10.4545,-1.8652,4.6332,3.9783,-13.8768,10.8918,4.9289,19.0252,10.9117,13.1347,2.8655,3.2458,20.6354,5.2855,-10.7404,4.8225,10.7075,11.9701,10.9652,-17.521,11.2664,-14.2862,27.6611,5.976,13.6811,11.0338,-1.5761,7.829,-1.2651,9.5516,10.8629,7.2886,3.2356,9.6114,7.6863,-16.962,1.2064,4.5598,6.2142,4.9497,6.8824,4.8087,5.021,-4.9659,8.7336,0.3841,-1.9719,26.6783,5.8501,29.4503,-0.4259,17.6164,6.383,13.9071,-6.6773,9.1857,5.6975,-8.1188,5.5319,15.41,5.4976,5.0225,6.9471,6.8843,-17.5921,6.9029,10.6414,11.0066,8.9413,-0.22,13.5642,28.7644,2.1904,-0.8463,-9.5178,21.3945,26.9302,1.6874,13.4629,5.5009,10.6597,22.5074,14.3602,21.3195,9.8533,6.9744,3.6501,6.0722,2.8132,2.2608,3.0209,46.9483,9.2961,-5.7399,11.3103,10.4309,5.2477,0.4006,2.6336,12.5066,13.7687,-3.2193,-8.3554,12.3753,12.5082,-0.4544,9.7,7.6164,-14.4851,2.6043,27.4422,27.0134,1.2769,8.0924,4.2363,0.3569,9.7673,11.7132,9.7538,8.4348,9.6349,-3.4969,4.1694,1.1605,20.2403,11.8354,8.8599,16.6513,14.2104,1.2658,12.3938,6.1983,10.418,4.0276,6.7168,5.1951,5.2033,11.5606,-0.5131,21.5249,3.1669,6.542,3.768,6.1642,-4.2285,1.1545,20.3749,2.4683,3.2994,12.1508,-0.1897,13.5772,-11.8108,2.8645,-5.5791,8.1313,9.2972,6.8003,15.1255,-6.3912,14.0596,2.2383,19.0761,1.1952,6.8496,9.8105,0.953,1.2348,15.4357,-3.9914,2.2143,7.7274,16.5874,2.3062
1.0,15.6175,-1.6148,12.2995,4.5913,8.7594,-13.6527,5.1319,18.5007,-3.8476,5.9754,-2.0086,-1.8505,14.3067,8.8835,6.8694,14.8683,7.4141,-2.8874,16.4249,14.7821,7.6806,21.2401,7.3073,2.3789,14.6785,13.5041,-3.7145,-1.1131,4.9444,0.3141,2.6452,7.9458,-1.0234,11.5522,10.5013,14.7213,0.664,5.2275,14.6384,-7.9072,-16.4454,18.7652,10.128,11.4483,-4.3361,9.102,19.4556,-10.7655,6.6635,3.905,11.3346,13.2171,4.8631,5.5291,-6.0744,19.1994,15.5646,6.1176,1.8207,8.455,7.5507,-0.8938,4.3008,-0.1586,6.6681,-3.7237,5.3746,11.8507,5.017,-8.8658,40.3902,0.8969,1.2002,20.7353,30.8869,15.9113,8.8533,16.996,3.0784,15.6237,5.9589,9.2117,-3.6464,0.0791,9.1159,15.72,5.5359,3.0432,13.1762,5.3787,5.7909,6.7832,17.1031,11.0174,12.5008,1.2293,25.3602,15.5237,2.1221,-3.2265,-6.9114,10.2124,26.0333,1.3223,11.1995,3.5582,10.1347,19.3354,14.0772,23.3453,10.8768,7.2358,3.5783,4.4918,2.5394,1.9987,3.5079,-6.5211,6.7071,7.9709,21.4038,9.5932,-1.1541,5.3086,5.4519,12.0136,14.3309,4.2526,-2.6873,16.1746,11.8918,0.2015,8.5994,7.6153,-1.2478,-1.612,11.9895,23.945,6.9923,13.4099,8.2377,-6.3225,9.5263,12.6321,8.5258,4.0973,14.0631,0.9672,3.7928,-5.5167,20.1952,5.6384,4.5075,18.0608,7.0896,-2.7343,11.7968,-3.1605,31.739,14.0415,8.7705,5.905,5.7632,21.9704,3.7276,20.3351,2.6717,6.5599,5.6955,5.8549,-3.2394,8.4462,20.5155,-9.9573,10.1976,17.8459,3.8695,15.8638,3.6219,-3.5574,-2.412,8.7081,4.4509,10.076,-2.2839,-6.6042,7.0672,7.7288,20.5561,1.691,6.2516,8.8925,3.4089,0.769,17.0003,-1.0979,-3.8362,8.7201,16.2595,7.3541
1.0,7.5835,3.1524,13.5973,4.3177,12.3565,2.2198,5.24,11.4836,-0.6508,7.7646,3.9487,-2.1681,13.5876,14.7198,8.2885,15.2599,9.1641,0.3408,13.9488,15.6388,15.4516,7.9608,4.7422,3.7653,15.7412,13.6231,-7.3863,-0.4445,5.4781,1.055,-4.4169,8.7268,2.4686,5.2711,12.2743,0.555,-0.653,7.2359,9.4387,-3.221,-3.9402,17.6299,11.184,11.8653,14.1168,-37.0399,12.7347,-9.8105,9.8389,19.0254,12.529,15.9041,-2.974,5.1459,-13.6423,6.8858,21.3124,4.9634,9.4097,10.389,15.0318,-14.6054,-0.5939,1.934,7.2333,0.5945,4.9166,11.3745,5.0111,-11.1344,33.7162,0.8092,2.8435,9.5898,46.255,20.2551,-7.6305,21.4583,3.329,15.5942,8.9729,15.186,-15.4303,-4.8583,-9.2872,15.7094,12.965,23.603,8.3423,8.8547,-38.0109,6.7814,14.9137,10.5724,9.7279,-0.7333,21.8013,-7.005,1.1226,3.8686,-8.0615,10.8626,14.2781,1.5748,8.2128,4.7217,8.9735,23.2622,14.1013,9.944,5.8249,6.7247,2.8515,3.7366,3.4417,-0.4501,1.7654,31.6087,3.2609,-3.2586,27.5216,10.95,6.4077,8.0696,3.5172,12.2357,13.8502,-4.3917,1.342,22.898,12.2388,0.6377,9.6776,7.1636,-4.1741,13.2101,37.5646,22.2353,3.9414,0.9901,-1.9844,1.9372,18.5851,10.8336,9.0895,6.577,8.1491,-13.3779,4.1818,13.212,12.0719,5.8476,6.1869,15.8927,13.5659,-6.5465,14.1962,0.5554,16.8735,3.8245,19.5787,5.491,3.2904,5.2805,-0.8368,7.5869,3.0882,11.1458,6.0963,5.6863,0.5262,-7.5122,18.745,11.0145,21.3645,11.3186,12.7652,10.6601,13.0334,-0.4746,-2.2217,11.4263,13.9882,10.0507,1.7785,-4.1008,3.9378,-32.6949,16.9638,0.2875,-1.7698,5.6401,1.2609,3.4011,20.458,-2.2661,10.4431,9.0754,19.8976,-25.0911
